date,product,category,quantity,unit_price,revenue
2024-01-15,Office Chair,Furniture,2,130.59,261.19
2024-01-15,Keyboard Mechanical,Furniture,1,417.8,417.8
2024-01-15,Headset Wireless,Electronics,5,551.77,2758.83
2024-01-15,Wireless Mouse,Electronics,4,331.97,1327.89
2024-01-16,Headset Wireless,Electronics,3,584.39,1753.18
2024-01-16,Laptop Pro,Accessories,3,135.04,405.11
2024-01-16,Standing Desk,Electronics,2,829.58,1659.15
2024-01-16,Headset Wireless,Accessories,1,702.26,702.26
2024-01-16,Keyboard Mechanical,Furniture,1,676.44,676.44
2024-01-16,Laptop Pro,Furniture,1,79.11,79.11
2024-01-16,Desk Lamp,Furniture,3,938.0,2813.99
2024-01-16,Laptop Pro,Electronics,1,220.79,220.79
2024-01-16,Keyboard Mechanical,Electronics,4,1123.12,4492.46
2024-01-16,Webcam HD,Electronics,1,650.85,650.85
2024-01-16,Desk Lamp,Electronics,5,1085.74,5428.7
2024-01-16,Desk Lamp,Accessories,5,781.25,3906.23
2024-01-16,Headset Wireless,Furniture,4,169.72,678.88
2024-01-16,Office Chair,Furniture,3,809.79,2429.38
2024-01-16,USB Hub,Accessories,4,437.71,1750.84
2024-01-16,USB Hub,Accessories,2,921.44,1842.87
2024-01-16,Webcam HD,Accessories,4,69.02,276.08
2024-01-16,Desk Lamp,Furniture,3,606.63,1819.9
2024-01-16,Webcam HD,Furniture,4,698.89,2795.54
2024-01-16,Standing Desk,Furniture,1,933.6,933.6
2024-01-16,Monitor 4K,Furniture,3,941.25,2823.74
2024-01-16,Laptop Pro,Electronics,1,919.06,919.06
2024-01-16,USB Hub,Furniture,3,56.6,169.79
2024-01-16,Laptop Pro,Accessories,2,675.88,1351.77
2024-01-16,Monitor 4K,Electronics,1,1168.25,1168.25
2024-01-16,Wireless Mouse,Accessories,5,278.65,1393.26
2024-01-16,Standing Desk,Electronics,4,670.12,2680.49
2024-01-16,USB Hub,Electronics,3,1123.45,3370.36
2024-01-16,Webcam HD,Accessories,4,852.51,3410.02
2024-01-16,Desk Lamp,Furniture,3,1170.22,3510.67
2024-01-16,Monitor 4K,Electronics,5,58.36,291.8
2024-01-16,Monitor 4K,Furniture,2,220.58,441.16
2024-01-16,Desk Lamp,Furniture,4,1092.24,4368.96
2024-01-16,Headset Wireless,Furniture,3,912.32,2736.95
2024-01-16,Office Chair,Electronics,5,584.39,2921.96
2024-01-16,Standing Desk,Furniture,2,521.84,1043.67
2024-01-17,Keyboard Mechanical,Electronics,2,1036.43,2072.87
2024-01-17,Standing Desk,Electronics,5,882.99,4414.94
2024-01-17,Webcam HD,Furniture,2,404.16,808.32
2024-01-17,Laptop Pro,Furniture,4,269.56,1078.23
2024-01-17,Office Chair,Electronics,3,389.21,1167.62
2024-01-17,Laptop Pro,Furniture,5,841.57,4207.85
2024-01-17,Wireless Mouse,Accessories,3,381.98,1145.93
2024-01-17,Webcam HD,Electronics,3,605.71,1817.13
2024-01-17,Standing Desk,Furniture,3,1171.98,3515.94
2024-01-17,USB Hub,Accessories,3,191.04,573.13
2024-01-17,Headset Wireless,Accessories,2,434.23,868.47
2024-01-17,Office Chair,Electronics,5,53.76,268.81
2024-01-17,Headset Wireless,Electronics,5,37.77,188.84
2024-01-17,Laptop Pro,Furniture,5,777.27,3886.34
2024-01-17,Desk Lamp,Furniture,4,113.21,452.85
2024-01-18,Standing Desk,Furniture,3,309.05,927.16
2024-01-18,Webcam HD,Electronics,2,1000.37,2000.75
2024-01-18,Keyboard Mechanical,Accessories,5,1105.78,5528.88
2024-01-18,Wireless Mouse,Electronics,1,153.72,153.72
2024-01-18,Monitor 4K,Electronics,1,694.94,694.94
2024-01-18,Headset Wireless,Furniture,5,1016.56,5082.81
2024-01-18,USB Hub,Furniture,3,473.06,1419.18
2024-01-18,Office Chair,Accessories,1,1143.64,1143.64
2024-01-18,Webcam HD,Electronics,1,822.55,822.55
2024-01-18,Desk Lamp,Furniture,4,925.95,3703.79
2024-01-18,Laptop Pro,Accessories,1,802.3,802.3
2024-01-18,USB Hub,Furniture,4,338.01,1352.03
2024-01-18,Standing Desk,Electronics,3,254.43,763.29
2024-01-18,USB Hub,Furniture,1,978.17,978.17
2024-01-18,Office Chair,Electronics,2,806.81,1613.62
2024-01-18,Laptop Pro,Electronics,5,1019.75,5098.74
2024-01-18,Keyboard Mechanical,Electronics,2,577.09,1154.18
2024-01-18,Webcam HD,Furniture,4,809.32,3237.3
2024-01-18,Keyboard Mechanical,Electronics,4,113.63,454.51
2024-01-18,Desk Lamp,Accessories,1,911.61,911.61
2024-01-18,Keyboard Mechanical,Furniture,4,1182.04,4728.18
2024-01-18,Desk Lamp,Electronics,1,828.09,828.09
2024-01-18,Monitor 4K,Accessories,2,1001.75,2003.51
2024-01-18,USB Hub,Furniture,4,1122.18,4488.73
2024-01-18,Laptop Pro,Accessories,5,874.13,4370.66
2024-01-18,Headset Wireless,Electronics,5,612.11,3060.54
2024-01-18,USB Hub,Furniture,1,680.39,680.39
2024-01-18,Desk Lamp,Furniture,3,258.82,776.46
2024-01-18,Desk Lamp,Electronics,2,1073.34,2146.68
2024-01-18,Standing Desk,Accessories,4,336.98,1347.9
2024-01-18,USB Hub,Electronics,4,650.77,2603.09
2024-01-18,USB Hub,Furniture,5,660.61,3303.04
2024-01-18,Monitor 4K,Electronics,3,325.36,976.09
2024-01-18,Monitor 4K,Furniture,1,497.15,497.15
2024-01-18,Standing Desk,Electronics,4,25.09,100.37
2024-01-18,Standing Desk,Furniture,4,197.19,788.75
2024-01-18,USB Hub,Electronics,2,904.04,1808.09
2024-01-18,Office Chair,Furniture,4,785.46,3141.83
2024-01-18,Keyboard Mechanical,Furniture,1,1119.77,1119.77
2024-01-18,Standing Desk,Furniture,5,920.0,4600.02
2024-01-18,USB Hub,Accessories,2,883.27,1766.54
2024-01-18,USB Hub,Furniture,4,503.23,2012.94
2024-01-18,Office Chair,Accessories,2,448.25,896.5
2024-01-18,Desk Lamp,Accessories,2,468.83,937.66
2024-01-19,Wireless Mouse,Accessories,2,1088.95,2177.9
2024-01-19,Keyboard Mechanical,Accessories,5,594.32,2971.6
2024-01-19,Office Chair,Furniture,2,452.41,904.81
2024-01-19,Desk Lamp,Accessories,1,1172.52,1172.52
2024-01-19,Laptop Pro,Electronics,1,167.16,167.16
2024-01-19,Desk Lamp,Furniture,5,723.19,3615.94
2024-01-19,Webcam HD,Furniture,3,895.98,2687.93
2024-01-19,USB Hub,Accessories,4,30.94,123.74
2024-01-19,Keyboard Mechanical,Accessories,4,229.36,917.45
2024-01-19,Headset Wireless,Electronics,2,838.62,1677.24
2024-01-19,Keyboard Mechanical,Electronics,5,961.47,4807.34
2024-01-19,Office Chair,Accessories,2,986.76,1973.52
2024-01-19,Monitor 4K,Furniture,2,1074.28,2148.56
2024-01-19,USB Hub,Furniture,4,400.78,1603.12
2024-01-19,Headset Wireless,Furniture,4,1193.46,4773.83
2024-01-19,Desk Lamp,Furniture,5,541.35,2706.73
2024-01-19,Webcam HD,Accessories,5,244.56,1222.78
2024-01-19,USB Hub,Electronics,2,469.75,939.5
2024-01-19,Headset Wireless,Furniture,2,933.23,1866.47
2024-01-19,Desk Lamp,Accessories,4,1174.34,4697.36
2024-01-20,USB Hub,Electronics,2,355.42,710.83
2024-01-20,Desk Lamp,Electronics,3,612.44,1837.32
2024-01-20,Webcam HD,Furniture,3,852.49,2557.47
2024-01-20,Office Chair,Accessories,2,319.03,638.05
2024-01-20,Office Chair,Furniture,3,571.85,1715.55
2024-01-20,Webcam HD,Furniture,5,702.73,3513.63
2024-01-20,Desk Lamp,Electronics,3,1121.46,3364.37
2024-01-20,Standing Desk,Accessories,3,140.8,422.41
2024-01-20,Monitor 4K,Electronics,1,1042.34,1042.34
2024-01-20,Webcam HD,Accessories,3,323.7,971.09
2024-01-20,Laptop Pro,Accessories,3,822.05,2466.14
2024-01-20,Wireless Mouse,Furniture,5,674.91,3374.55
2024-01-20,Office Chair,Electronics,3,178.54,535.62
2024-01-20,Webcam HD,Electronics,2,1019.52,2039.04
2024-01-20,Desk Lamp,Accessories,2,677.46,1354.92
2024-01-20,USB Hub,Furniture,2,784.02,1568.03
2024-01-20,Office Chair,Electronics,4,618.72,2474.86
2024-01-20,Laptop Pro,Electronics,1,669.28,669.28
2024-01-20,Desk Lamp,Electronics,2,1124.93,2249.86
2024-01-20,Webcam HD,Furniture,1,358.67,358.67
2024-01-20,Wireless Mouse,Accessories,5,418.27,2091.35
2024-01-20,Laptop Pro,Furniture,4,84.64,338.56
2024-01-20,Monitor 4K,Accessories,2,608.57,1217.14
2024-01-20,Monitor 4K,Furniture,5,754.06,3770.31
2024-01-20,Headset Wireless,Furniture,5,27.3,136.52
2024-01-20,Desk Lamp,Electronics,5,1081.19,5405.95
2024-01-21,Headset Wireless,Furniture,2,187.2,374.4
2024-01-21,Wireless Mouse,Accessories,4,932.38,3729.51
2024-01-21,Office Chair,Accessories,2,563.45,1126.9
2024-01-21,Office Chair,Electronics,3,928.33,2784.98
2024-01-21,Keyboard Mechanical,Furniture,2,633.31,1266.63
2024-01-21,Headset Wireless,Accessories,3,457.25,1371.76
2024-01-21,Office Chair,Electronics,1,626.97,626.97
2024-01-21,Monitor 4K,Accessories,2,446.37,892.75
2024-01-21,Headset Wireless,Electronics,3,658.76,1976.27
2024-01-21,Keyboard Mechanical,Electronics,2,108.74,217.47
2024-01-21,Webcam HD,Electronics,2,1044.72,2089.44
2024-01-21,Headset Wireless,Electronics,1,211.56,211.56
2024-01-21,USB Hub,Furniture,1,517.98,517.98
2024-01-21,Laptop Pro,Furniture,5,348.52,1742.59
2024-01-21,Webcam HD,Electronics,1,828.54,828.54
2024-01-21,Monitor 4K,Accessories,1,339.09,339.09
2024-01-21,Wireless Mouse,Electronics,4,217.37,869.48
2024-01-21,Headset Wireless,Accessories,3,982.62,2947.85
2024-01-21,Headset Wireless,Furniture,5,840.72,4203.6
2024-01-21,Webcam HD,Accessories,2,159.94,319.88
2024-01-21,Standing Desk,Accessories,5,790.03,3950.17
2024-01-22,Laptop Pro,Furniture,4,152.55,610.2
2024-01-22,Office Chair,Accessories,2,577.22,1154.44
2024-01-22,USB Hub,Accessories,4,401.16,1604.62
2024-01-22,Monitor 4K,Electronics,4,677.84,2711.34
2024-01-22,Webcam HD,Electronics,5,150.04,750.21
2024-01-22,Desk Lamp,Furniture,5,1166.19,5830.95
2024-01-22,Wireless Mouse,Furniture,4,619.34,2477.36
2024-01-22,Standing Desk,Furniture,2,40.24,80.48
2024-01-22,Webcam HD,Electronics,2,818.23,1636.45
2024-01-22,Standing Desk,Electronics,2,648.51,1297.02
2024-01-22,Office Chair,Electronics,5,182.63,913.13
2024-01-22,Desk Lamp,Electronics,1,394.76,394.76
2024-01-22,Office Chair,Electronics,2,504.7,1009.4
2024-01-22,Headset Wireless,Electronics,3,817.47,2452.4
2024-01-22,USB Hub,Electronics,1,758.99,758.99
2024-01-22,Laptop Pro,Electronics,5,142.05,710.23
2024-01-22,USB Hub,Electronics,4,687.09,2748.36
2024-01-22,Keyboard Mechanical,Accessories,3,754.49,2263.47
2024-01-22,USB Hub,Furniture,3,1170.71,3512.14
2024-01-22,Office Chair,Accessories,3,1179.81,3539.44
2024-01-22,Laptop Pro,Electronics,1,442.4,442.4
2024-01-22,Standing Desk,Accessories,3,980.67,2942.02
2024-01-22,Wireless Mouse,Electronics,5,322.63,1613.13
2024-01-22,Monitor 4K,Electronics,3,603.95,1811.84
2024-01-22,Webcam HD,Electronics,4,339.76,1359.03
2024-01-22,Wireless Mouse,Electronics,2,549.11,1098.22
2024-01-22,Office Chair,Accessories,4,1137.34,4549.37
2024-01-22,Standing Desk,Furniture,1,545.49,545.49
2024-01-22,Office Chair,Furniture,2,608.34,1216.67
2024-01-23,Wireless Mouse,Accessories,3,1030.91,3092.74
2024-01-23,Desk Lamp,Electronics,2,397.33,794.66
2024-01-23,Headset Wireless,Electronics,1,568.81,568.81
2024-01-23,Laptop Pro,Electronics,2,103.27,206.54
2024-01-23,Webcam HD,Furniture,1,284.57,284.57
2024-01-23,USB Hub,Electronics,5,451.09,2255.43
2024-01-23,Headset Wireless,Electronics,3,614.13,1842.38
2024-01-23,Monitor 4K,Accessories,4,577.56,2310.23
2024-01-23,Office Chair,Electronics,1,354.46,354.46
2024-01-23,Webcam HD,Furniture,5,81.28,406.41
2024-01-23,Desk Lamp,Furniture,3,328.03,984.09
2024-01-23,Standing Desk,Furniture,4,906.29,3625.14
2024-01-23,Monitor 4K,Furniture,5,698.29,3491.46
2024-01-23,Desk Lamp,Electronics,3,623.02,1869.06
2024-01-23,Headset Wireless,Furniture,1,834.04,834.04
2024-01-23,Wireless Mouse,Furniture,4,88.27,353.07
2024-01-23,Laptop Pro,Furniture,1,1128.41,1128.41
2024-01-23,Laptop Pro,Accessories,5,1158.16,5790.79
2024-01-23,Standing Desk,Accessories,5,559.91,2799.56
2024-01-23,Standing Desk,Furniture,2,66.28,132.56
2024-01-23,Wireless Mouse,Furniture,4,454.6,1818.41
2024-01-23,Keyboard Mechanical,Accessories,2,567.39,1134.78
2024-01-23,Webcam HD,Accessories,5,642.58,3212.92
2024-01-23,Desk Lamp,Accessories,1,670.75,670.75
2024-01-23,Laptop Pro,Accessories,5,687.44,3437.19
2024-01-23,Desk Lamp,Accessories,4,620.43,2481.71
2024-01-23,Office Chair,Accessories,2,260.0,520.01
2024-01-23,Standing Desk,Furniture,2,916.38,1832.76
2024-01-23,Office Chair,Electronics,1,1103.99,1103.99
2024-01-23,Webcam HD,Accessories,2,48.92,97.85
2024-01-23,Wireless Mouse,Furniture,1,222.42,222.42
2024-01-23,USB Hub,Accessories,4,294.24,1176.97
2024-01-23,Wireless Mouse,Furniture,3,1127.95,3383.85
2024-01-23,Laptop Pro,Furniture,3,763.88,2291.63
2024-01-23,Monitor 4K,Accessories,1,766.31,766.31
2024-01-23,Webcam HD,Furniture,2,27.35,54.71
2024-01-23,Keyboard Mechanical,Electronics,2,805.22,1610.44
2024-01-23,Laptop Pro,Accessories,5,780.78,3903.92
2024-01-24,Headset Wireless,Furniture,4,429.88,1719.51
2024-01-24,Headset Wireless,Furniture,5,568.75,2843.75
2024-01-24,Webcam HD,Electronics,4,344.41,1377.62
2024-01-24,Standing Desk,Electronics,2,693.08,1386.15
2024-01-24,Desk Lamp,Accessories,5,807.39,4036.96
2024-01-24,Wireless Mouse,Furniture,5,149.91,749.53
2024-01-24,Headset Wireless,Accessories,1,531.01,531.01
2024-01-24,Monitor 4K,Furniture,1,745.19,745.19
2024-01-24,USB Hub,Accessories,2,848.08,1696.16
2024-01-24,Office Chair,Accessories,1,611.37,611.37
2024-01-24,Desk Lamp,Furniture,5,985.72,4928.61
2024-01-24,Standing Desk,Accessories,1,410.06,410.06
2024-01-24,Standing Desk,Electronics,3,755.27,2265.8
2024-01-24,Desk Lamp,Furniture,3,223.9,671.71
2024-01-24,Laptop Pro,Electronics,3,53.03,159.09
2024-01-24,Laptop Pro,Accessories,3,1104.59,3313.78
2024-01-25,Wireless Mouse,Electronics,3,627.99,1883.98
2024-01-25,Office Chair,Accessories,1,897.62,897.62
2024-01-25,USB Hub,Electronics,2,106.47,212.94
2024-01-25,Wireless Mouse,Electronics,1,476.4,476.4
2024-01-25,Desk Lamp,Accessories,2,367.79,735.58
2024-01-25,Wireless Mouse,Furniture,3,81.38,244.15
2024-01-25,Headset Wireless,Accessories,1,690.84,690.84
2024-01-25,Office Chair,Accessories,1,1158.88,1158.88
2024-01-25,USB Hub,Electronics,1,1123.09,1123.09
2024-01-25,Wireless Mouse,Electronics,1,349.5,349.5
2024-01-25,Headset Wireless,Furniture,1,413.42,413.42
2024-01-25,Laptop Pro,Electronics,1,789.24,789.24
2024-01-25,Webcam HD,Furniture,1,802.7,802.7
2024-01-25,Standing Desk,Accessories,1,428.34,428.34
2024-01-25,Webcam HD,Furniture,3,131.03,393.08
2024-01-25,Laptop Pro,Furniture,3,488.48,1465.45
2024-01-25,Office Chair,Furniture,4,1142.99,4571.98
2024-01-25,Headset Wireless,Accessories,3,464.11,1392.33
2024-01-25,Headset Wireless,Electronics,3,628.77,1886.31
2024-01-25,USB Hub,Furniture,4,989.6,3958.39
2024-01-25,Desk Lamp,Furniture,4,674.03,2696.11
2024-01-25,Monitor 4K,Furniture,3,731.93,2195.78
2024-01-25,Webcam HD,Electronics,3,704.9,2114.69
2024-01-25,Office Chair,Accessories,2,1124.02,2248.03
2024-01-25,Monitor 4K,Accessories,2,874.42,1748.84
2024-01-25,Office Chair,Electronics,5,1021.38,5106.88
2024-01-25,Desk Lamp,Accessories,4,189.39,757.56
2024-01-26,Keyboard Mechanical,Electronics,1,500.24,500.24
2024-01-26,Wireless Mouse,Accessories,5,454.95,2274.74
2024-01-26,Monitor 4K,Furniture,3,855.13,2565.4
2024-01-26,Office Chair,Electronics,1,66.07,66.07
2024-01-26,Webcam HD,Accessories,2,936.19,1872.38
2024-01-26,Desk Lamp,Accessories,1,847.44,847.44
2024-01-26,Standing Desk,Electronics,2,441.07,882.15
2024-01-26,Wireless Mouse,Accessories,3,1142.49,3427.48
2024-01-26,Webcam HD,Furniture,4,1141.06,4564.25
2024-01-26,Desk Lamp,Furniture,4,532.81,2131.23
2024-01-26,Desk Lamp,Furniture,1,109.55,109.55
2024-01-26,USB Hub,Furniture,1,609.23,609.23
2024-01-26,Laptop Pro,Electronics,5,1198.25,5991.24
2024-01-26,Wireless Mouse,Accessories,1,1180.77,1180.77
2024-01-26,Monitor 4K,Furniture,1,180.91,180.91
2024-01-26,Keyboard Mechanical,Furniture,4,747.11,2988.44
2024-01-26,USB Hub,Electronics,3,853.09,2559.26
2024-01-26,Headset Wireless,Electronics,1,724.38,724.38
2024-01-26,Keyboard Mechanical,Electronics,3,974.8,2924.39
2024-01-26,Wireless Mouse,Accessories,4,942.61,3770.43
2024-01-26,Wireless Mouse,Electronics,2,350.31,700.61
2024-01-26,Headset Wireless,Electronics,1,765.84,765.84
2024-01-26,Webcam HD,Furniture,5,1026.82,5134.11
2024-01-26,Standing Desk,Furniture,1,324.7,324.7
2024-01-26,Webcam HD,Furniture,5,868.33,4341.66
2024-01-26,Laptop Pro,Furniture,2,616.59,1233.18
2024-01-26,Headset Wireless,Electronics,1,146.1,146.1
2024-01-26,Laptop Pro,Accessories,5,75.76,378.82
2024-01-26,USB Hub,Accessories,4,732.06,2928.25
2024-01-26,Keyboard Mechanical,Electronics,5,96.15,480.77
2024-01-26,Wireless Mouse,Accessories,3,334.3,1002.91
2024-01-26,Wireless Mouse,Electronics,3,456.94,1370.83
2024-01-26,Monitor 4K,Furniture,2,562.49,1124.97
2024-01-26,USB Hub,Electronics,3,829.07,2487.22
2024-01-26,Desk Lamp,Furniture,5,842.95,4214.73
2024-01-26,Headset Wireless,Accessories,1,656.51,656.51
2024-01-26,Wireless Mouse,Electronics,2,238.57,477.15
2024-01-26,Standing Desk,Furniture,4,56.68,226.74
2024-01-26,Desk Lamp,Electronics,2,648.7,1297.4
2024-01-26,Monitor 4K,Furniture,5,928.68,4643.38
2024-01-26,USB Hub,Electronics,1,474.49,474.49
2024-01-27,Keyboard Mechanical,Furniture,1,156.77,156.77
2024-01-27,Desk Lamp,Electronics,5,117.82,589.08
2024-01-27,Monitor 4K,Electronics,1,1107.21,1107.21
2024-01-27,Standing Desk,Furniture,4,67.3,269.22
2024-01-27,Monitor 4K,Furniture,2,459.15,918.3
2024-01-27,Wireless Mouse,Electronics,1,102.29,102.29
2024-01-27,Standing Desk,Electronics,2,99.29,198.58
2024-01-27,Wireless Mouse,Electronics,4,430.99,1723.96
2024-01-27,Webcam HD,Accessories,5,1083.12,5415.58
2024-01-27,Wireless Mouse,Furniture,1,310.57,310.57
2024-01-27,Standing Desk,Electronics,1,49.28,49.28
2024-01-27,Monitor 4K,Electronics,1,136.76,136.76
2024-01-27,USB Hub,Furniture,3,1197.59,3592.78
2024-01-27,Keyboard Mechanical,Accessories,2,526.37,1052.75
2024-01-27,Headset Wireless,Furniture,3,929.38,2788.13
2024-01-27,Keyboard Mechanical,Furniture,4,104.92,419.66
2024-01-27,Monitor 4K,Accessories,3,456.22,1368.66
2024-01-27,Desk Lamp,Accessories,2,734.77,1469.55
2024-01-27,Desk Lamp,Accessories,5,415.88,2079.42
2024-01-27,Webcam HD,Electronics,3,50.88,152.64
2024-01-27,Laptop Pro,Furniture,4,270.96,1083.83
2024-01-27,USB Hub,Electronics,1,786.51,786.51
2024-01-27,Keyboard Mechanical,Accessories,5,644.82,3224.09
2024-01-27,Webcam HD,Accessories,5,58.65,293.23
2024-01-27,Monitor 4K,Accessories,5,180.43,902.14
2024-01-27,Standing Desk,Furniture,2,939.45,1878.89
2024-01-27,Standing Desk,Accessories,4,1143.82,4575.28
2024-01-27,Laptop Pro,Accessories,1,846.78,846.78
2024-01-27,Wireless Mouse,Electronics,2,757.86,1515.73
2024-01-27,Headset Wireless,Accessories,2,1027.34,2054.68
2024-01-27,USB Hub,Furniture,3,74.81,224.42
2024-01-27,Keyboard Mechanical,Electronics,4,842.44,3369.77
2024-01-27,Keyboard Mechanical,Electronics,4,749.7,2998.8
2024-01-27,Laptop Pro,Accessories,2,539.51,1079.02
2024-01-27,Laptop Pro,Accessories,2,858.35,1716.71
2024-01-27,Headset Wireless,Accessories,2,380.63,761.27
2024-01-27,Wireless Mouse,Electronics,1,327.75,327.75
2024-01-27,Standing Desk,Accessories,2,775.94,1551.87
2024-01-28,Webcam HD,Furniture,4,1177.88,4711.51
2024-01-28,Webcam HD,Accessories,1,505.76,505.76
2024-01-28,Headset Wireless,Furniture,4,40.53,162.12
2024-01-28,Office Chair,Accessories,5,519.6,2597.99
2024-01-28,Headset Wireless,Accessories,3,566.38,1699.13
2024-01-28,Standing Desk,Electronics,5,997.49,4987.47
2024-01-28,Headset Wireless,Furniture,3,995.27,2985.82
2024-01-28,Monitor 4K,Electronics,5,551.8,2758.98
2024-01-28,Monitor 4K,Electronics,2,242.32,484.64
2024-01-28,Headset Wireless,Electronics,4,867.93,3471.74
2024-01-28,USB Hub,Accessories,5,1040.18,5200.88
2024-01-28,Laptop Pro,Electronics,4,233.46,933.84
2024-01-28,Webcam HD,Furniture,1,920.37,920.37
2024-01-28,USB Hub,Furniture,1,104.72,104.72
2024-01-28,Laptop Pro,Accessories,5,964.95,4824.75
2024-01-28,Headset Wireless,Accessories,4,214.25,857.01
2024-01-28,Laptop Pro,Electronics,3,176.97,530.92
2024-01-28,Office Chair,Accessories,2,632.23,1264.46
2024-01-28,Wireless Mouse,Furniture,5,959.9,4799.51
2024-01-28,Wireless Mouse,Electronics,5,772.14,3860.71
2024-01-28,Wireless Mouse,Accessories,1,434.39,434.39
2024-01-28,Laptop Pro,Electronics,1,890.17,890.17
2024-01-28,Standing Desk,Accessories,5,755.7,3778.5
2024-01-29,Headset Wireless,Electronics,3,1037.64,3112.93
2024-01-29,USB Hub,Electronics,1,171.46,171.46
2024-01-29,Headset Wireless,Furniture,4,874.71,3498.85
2024-01-29,Standing Desk,Electronics,1,58.88,58.88
2024-01-29,Monitor 4K,Furniture,2,591.52,1183.04
2024-01-29,Office Chair,Electronics,5,432.23,2161.17
2024-01-29,Office Chair,Electronics,3,420.35,1261.05
2024-01-29,Headset Wireless,Accessories,5,311.68,1558.39
2024-01-29,Wireless Mouse,Accessories,3,284.31,852.94
2024-01-29,Keyboard Mechanical,Electronics,5,561.18,2805.92
2024-01-29,Laptop Pro,Accessories,4,395.94,1583.75
2024-01-29,Desk Lamp,Furniture,5,974.81,4874.03
2024-01-29,Standing Desk,Furniture,4,1035.43,4141.72
2024-01-29,Desk Lamp,Electronics,1,65.77,65.77
2024-01-29,Desk Lamp,Electronics,4,71.49,285.96
2024-01-29,USB Hub,Accessories,4,826.94,3307.77
2024-01-29,Wireless Mouse,Furniture,2,90.3,180.61
2024-01-29,Desk Lamp,Electronics,1,627.44,627.44
2024-01-29,Office Chair,Electronics,2,212.71,425.42
2024-01-29,Webcam HD,Accessories,1,1004.78,1004.78
2024-01-29,Headset Wireless,Furniture,3,718.13,2154.4
2024-01-29,Keyboard Mechanical,Furniture,2,97.41,194.82
2024-01-29,Webcam HD,Furniture,3,678.59,2035.77
2024-01-29,Headset Wireless,Furniture,2,367.64,735.29
2024-01-29,Monitor 4K,Accessories,1,87.49,87.49
2024-01-29,Webcam HD,Accessories,3,1032.37,3097.1
2024-01-29,Monitor 4K,Accessories,3,173.05,519.16
2024-01-29,Keyboard Mechanical,Accessories,3,912.7,2738.1
2024-01-29,Desk Lamp,Furniture,3,153.02,459.07
2024-01-29,Desk Lamp,Accessories,3,441.09,1323.26
2024-01-29,Headset Wireless,Accessories,4,247.41,989.64
2024-01-29,Office Chair,Furniture,1,307.44,307.44
2024-01-30,Headset Wireless,Furniture,2,437.41,874.82
2024-01-30,USB Hub,Accessories,4,628.73,2514.94
2024-01-30,Wireless Mouse,Accessories,3,985.84,2957.52
2024-01-30,Office Chair,Furniture,2,237.85,475.7
2024-01-30,Laptop Pro,Accessories,1,800.83,800.83
2024-01-30,Desk Lamp,Electronics,4,1078.35,4313.4
2024-01-30,USB Hub,Furniture,4,654.76,2619.03
2024-01-30,Standing Desk,Electronics,4,247.56,990.26
2024-01-30,Laptop Pro,Furniture,1,37.88,37.88
2024-01-30,USB Hub,Electronics,1,113.96,113.96
2024-01-30,Office Chair,Electronics,3,819.05,2457.16
2024-01-30,Desk Lamp,Furniture,3,932.33,2796.99
2024-01-30,Standing Desk,Accessories,1,771.83,771.83
2024-01-30,Office Chair,Electronics,4,1127.11,4508.44
2024-01-30,Standing Desk,Accessories,5,417.76,2088.79
2024-01-30,Laptop Pro,Furniture,3,332.12,996.37
2024-01-30,USB Hub,Electronics,1,808.26,808.26
2024-01-30,USB Hub,Electronics,3,958.64,2875.93
2024-01-30,Laptop Pro,Furniture,1,1009.63,1009.63
2024-01-30,Office Chair,Furniture,1,179.95,179.95
2024-01-30,Headset Wireless,Accessories,2,222.6,445.21
2024-01-30,Keyboard Mechanical,Electronics,1,289.7,289.7
2024-01-31,Desk Lamp,Electronics,2,386.38,772.75
2024-01-31,Headset Wireless,Furniture,2,639.3,1278.61
2024-01-31,Monitor 4K,Electronics,2,211.33,422.65
2024-01-31,Keyboard Mechanical,Furniture,3,1001.4,3004.19
2024-01-31,Keyboard Mechanical,Accessories,5,793.99,3969.96
2024-01-31,Headset Wireless,Electronics,2,209.87,419.74
2024-01-31,Webcam HD,Furniture,3,634.82,1904.46
2024-01-31,Keyboard Mechanical,Accessories,5,484.54,2422.7
2024-01-31,Webcam HD,Furniture,5,49.17,245.87
2024-01-31,Keyboard Mechanical,Accessories,4,234.88,939.53
2024-01-31,Wireless Mouse,Furniture,1,410.63,410.63
2024-01-31,USB Hub,Accessories,5,998.84,4994.22
2024-01-31,Webcam HD,Accessories,2,348.29,696.59
2024-01-31,Monitor 4K,Accessories,4,733.11,2932.46
2024-01-31,Laptop Pro,Accessories,1,805.83,805.83
2024-01-31,Monitor 4K,Accessories,1,324.72,324.72
2024-01-31,Headset Wireless,Electronics,4,837.83,3351.32
2024-01-31,Laptop Pro,Electronics,5,583.61,2918.05
2024-01-31,Wireless Mouse,Electronics,4,710.34,2841.37
2024-01-31,Laptop Pro,Accessories,2,726.47,1452.95
2024-01-31,Wireless Mouse,Accessories,5,277.6,1387.98
2024-01-31,Standing Desk,Accessories,5,605.03,3025.16
2024-01-31,Wireless Mouse,Accessories,1,292.15,292.15
2024-01-31,Keyboard Mechanical,Furniture,4,891.07,3564.27
2024-01-31,Standing Desk,Electronics,5,276.97,1384.86
2024-01-31,Laptop Pro,Furniture,3,30.81,92.43
2024-01-31,Standing Desk,Electronics,4,301.73,1206.91
